fw,gl,gt,il,iw,mt,pl,pw,sl,sw,tt,freq,s11,gain
1,30,2,2,0.55,3,27,32,35,40,0.5,16.074,-14.21468551,8.031745794
1,30,2,2,0.55,3,27,31.5,35,40,0.5,16.122,-14.32601483,7.800513769
1,30,2,2,0.55,3,27,31,35,40,0.5,16.2,-14.2391702,7.716740352
1,30,2,2,0.55,3,27,30.5,35,40,0.5,16.302,-14.3481302,7.614879643
1,30,2,2,0.55,3,27,30,35,40,0.5,17.058,-14.90186548,7.745279087
1,30,2,2,0.4,3,30.5,33.5,35,40,0.5,12,-9.500186181,7.691122599
1,30,2,2,0.4,3,30.5,33,35,40,0.5,12,-10.93959926,7.744809542
1,30,2,2,0.4,3,30.5,32.5,35,40,0.5,12,-12.04186522,7.823293907
1,30,2,2,0.4,3,30.5,32,35,40,0.5,12.048,-12.96633717,7.880048625
1,30,2,2,0.4,3,30.5,31.5,35,40,0.5,12.06,-13.14099463,7.854931519
1,30,2,2,0.4,3,30.5,31,35,40,0.5,12.276,-13.24130912,7.608517927
1,30,2,2,0.4,3,30.5,30.5,35,40,0.5,12.318,-14.70574101,7.683707038
1,30,2,2,0.4,3,30.5,30,35,40,0.5,12.384,-14.03079941,7.633104026
1,30,2,2,0.4,3,30,33.5,35,40,0.5,12,-8.853898864,7.659377909
1,30,2,2,0.4,3,30,33,35,40,0.5,12.03,-9.686393694,7.647477464
1,30,2,2,0.4,3,30,32.5,35,40,0.5,12.072,-10.41078585,7.591901128
1,30,2,2,0.4,3,30,32,35,40,0.5,12.138,-10.81616316,7.369920103
1,30,2,2,0.4,3,30,31.5,35,40,0.5,12.288,-10.61787111,7.235039562
1,30,2,2,0.4,3,30,31,35,40,0.5,12.336,-11.24229922,7.353258285
1,30,2,2,0.4,3,30,30.5,35,40,0.5,12.39,-11.67450287,7.522460786
1,30,2,2,0.4,3,30,30,35,40,0.5,12.444,-12.01239342,7.579729804
1,30,2,2,0.4,3,29.5,33.5,35,40,0.5,15.39,-7.541758799,6.664052485
1,30,2,2,0.4,3,29.5,33,35,40,0.5,12.192,-7.737233318,6.885450385
1,30,2,2,0.4,3,29.5,32.5,35,40,0.5,12.12,-9.075848006,7.282409465
1,30,2,2,0.4,3,29.5,32,35,40,0.5,12.324,-8.401426961,6.765410118
1,30,2,2,0.4,3,29.5,31.5,35,40,0.5,12.354,-9.020867308,6.937514484
1,30,2,2,0.4,3,29.5,31,35,40,0.5,12.402,-9.52626362,7.261964332
1,30,2,2,0.4,3,29.5,30.5,35,40,0.5,12.462,-9.931479085,7.547014771
1,30,2,2,0.4,3,29.5,30,35,40,0.5,12.504,-10.30221652,7.730462679
1,30,2,2,0.4,3,29,33.5,35,40,0.5,15.318,-8.635855998,6.822898048
1,30,2,2,0.4,3,29,33,35,40,0.5,15.438,-7.925637654,6.26399103
1,30,2,2,0.4,3,29,32.5,35,40,0.5,15.624,-7.481422515,7.017757564
1,30,2,2,0.4,3,29,32,35,40,0.5,12.366,-7.488920315,6.463519233
1,30,2,2,0.4,3,29,31.5,35,40,0.5,12.288,-8.53523952,6.798262917
1,30,2,2,0.4,3,29,31,35,40,0.5,12.48,-8.146464524,7.25027873
1,30,2,2,0.4,3,29,30.5,35,40,0.5,12.522,-8.593294266,7.878610973
1,30,2,2,0.4,3,29,30,35,40,0.5,12.57,-8.913186749,8.07415055
1,30,2,2,0.4,3,28.5,33.5,35,40,0.5,15.456,-8.934460023,6.126373605
