fw,gl,gh,il,iw,sh,pl,pw,sl,sw,ph,freq,s11,gain,bandwidth
1,30,2.1,1.6,1,1.4,28,32,30,40,0.5,12.336,-15.25637182,9.432065864,0.180037681
1,30,2.1,1.6,1,1.2,28,32,30,40,0.5,12.474,-22.18224542,9.207589319,0.206068267
1,30,2.1,1.6,1,1,28,32,30,40,0.5,12.564,-28.76772391,9.127376188,0.208570056
1,30,2.1,1.6,1,3.2,28,32,30,40,0.3,13.662,-22.01392936,8.712808435,0.426466457
1,30,2.1,1.6,1,3,28,32,30,40,0.3,13.704,-23.71565264,8.809198332,0.414323324
1,30,2.1,1.6,1,2.8,28,32,30,40,0.3,13.728,-22.79899187,8.99620682,0.386603411
1,30,2.1,1.6,1,2.6,28,32,30,40,0.3,13.752,-21.42878048,8.889604289,0.354275726
1,30,2.1,1.6,1,2.4,28,32,30,40,0.3,13.758,-16.85781873,8.949906483,0.31729864
1,30,2.1,1.6,1,2.2,28,32,30,40,0.3,13.788,-16.43487916,8.751726454,0.301704253
1,30,2.1,1.6,1,2,28,32,30,40,0.3,13.806,-14.69547951,8.621300173,0.241973858
1,30,2.1,1.6,1,1.8,28,32,30,40,0.3,13.812,-14.7777703,8.424874876,0.225810337
1,30,2.1,1.6,1,1.6,28,32,30,40,0.3,13.818,-12.96058493,8.370945347,0.184091534
1,30,2.1,1.6,1,1.4,28,32,30,40,0.3,12.408,-14.30743703,9.416060755,0.169015053
1,30,2.1,1.6,1,1.2,28,32,30,40,0.3,12.492,-20.88791758,9.216614871,0.198058871
1,30,2.1,1.6,1,1,28,32,30,40,0.3,12.594,-35.95266288,9.276460496,0.207159177
1,30,2.1,1.6,1,3.2,28,32,30,40,0.1,13.692,-14.08131987,8.191265142,0.424311817
1,30,2.1,1.6,1,3,28,32,30,40,0.1,13.71,-14.20620226,8.483848309,0.376529443
1,30,2.1,1.6,1,2.8,28,32,30,40,0.1,13.722,-13.91278898,8.522864145,0.348354865
1,30,2.1,1.6,1,2.6,28,32,30,40,0.1,13.746,-13.05274188,8.3881897,0.307778672
1,30,2.1,1.6,1,2.4,28,32,30,40,0.1,13.77,-12.11913323,8.319797557,0.26275636
1,30,2.1,1.6,1,2.2,28,32,30,40,0.1,13.764,-11.53291661,8.058723519,0.201757703
1,30,2.1,1.6,1,2,28,32,30,40,0.1,13.782,-11.15603745,7.943653047,0.14606831
1,30,2.1,1.6,1,1.8,28,32,30,40,0.1,13.854,-10.87382433,7.773526268,0.136432636
1,30,2.1,1.6,1,1.6,28,32,30,40,0.1,12.33,-10.6927253,9.599675662,0.078704922
1,30,2.1,1.6,1,1.4,28,32,30,40,0.1,12.432,-13.21653729,9.436763503,0.145046069
1,30,2.1,1.6,1,1.2,28,32,30,40,0.1,12.516,-18.11127077,9.305868003,0.179970311
1,30,2.1,1.6,1,1,28,32,30,40,0.1,12.63,-29.79340493,9.280122611,0.197430052
1,30,1.9,1.6,1,3.2,28,32,30,40,2.4,13.836,-55.94006657,7.059542729,0.844347696
1,30,1.9,1.6,1,3,28,32,30,40,2.4,13.806,-47.05869484,7.147404947,0.815062784
1,30,1.9,1.6,1,2.8,28,32,30,40,2.4,13.782,-42.42097443,7.2357898,0.762331963
1,30,1.9,1.6,1,2.6,28,32,30,40,2.4,13.752,-45.39936816,7.22200047,0.705547748
1,30,1.9,1.6,1,2.4,28,32,30,40,2.4,13.734,-43.17844435,7.106893229,0.642674636
1,30,1.9,1.6,1,2.2,28,32,30,40,2.4,13.722,-34.06463987,7.285392876,0.577713135
1,30,1.9,1.6,1,2,28,32,30,40,2.4,13.716,-29.67734936,7.659882025,0.519767168
1,30,1.9,1.6,1,1.8,28,32,30,40,2.4,13.722,-26.41882144,8.033261129,0.45763522
1,30,1.9,1.6,1,1.6,28,32,30,40,2.4,13.728,-24.41089658,8.168685773,0.402048458
1,30,1.9,1.6,1,1.4,28,32,30,40,2.4,13.752,-25.15470704,8.162154474,0.360446342
1,30,1.9,1.6,1,1.2,28,32,30,40,2.4,13.77,-27.72708525,8.120358651,0.325211239
1,30,1.9,1.6,1,1,28,32,30,40,2.4,13.782,-30.00721856,8.069849715,0.28498365
1,30,1.9,1.6,1,3.2,28,32,30,40,2.1,13.818,-40.76442844,7.191023867,0.848128804
1,30,1.9,1.6,1,3,28,32,30,40,2.1,13.782,-40.08857374,7.259772655,0.784943449
1,30,1.9,1.6,1,2.8,28,32,30,40,2.1,13.758,-44.65813733,7.227054423,0.719892798
1,30,1.9,1.6,1,2.6,28,32,30,40,2.1,13.734,-41.8688737,7.148366047,0.654932175
1,30,1.9,1.6,1,2.4,28,32,30,40,2.1,13.716,-33.45906213,7.339241884,0.586326273
1,30,1.9,1.6,1,2.2,28,32,30,40,2.1,13.716,-27.46356417,7.698633706,0.527923025
1,30,1.9,1.6,1,2,28,32,30,40,2.1,13.728,-23.99314676,8.018508809,0.466653934
1,30,1.9,1.6,1,1.8,28,32,30,40,2.1,13.74,-22.61986625,8.223311917,0.417214283
1,30,1.9,1.6,1,1.6,28,32,30,40,2.1,13.746,-21.74688403,8.291373913,0.368898266
1,30,1.9,1.6,1,1.4,28,32,30,40,2.1,13.782,-24.10841734,8.220529059,0.338507257
1,30,1.9,1.6,1,1.2,28,32,30,40,2.1,13.8,-26.67674434,8.179212579,0.306594181
1,30,1.9,1.6,1,1,28,32,30,40,2.1,13.818,-43.04721382,7.961222298,0.276521908
1,30,1.9,1.6,1,3.2,28,32,30,40,1.9,13.788,-36.25730538,7.18943199,0.816633176
1,30,1.9,1.6,1,3,28,32,30,40,1.9,13.764,-42.13452425,7.204133803,0.749753306
1,30,1.9,1.6,1,2.8,28,32,30,40,1.9,13.74,-51.37469462,7.265684992,0.680798909
1,30,1.9,1.6,1,2.6,28,32,30,40,1.9,13.722,-32.13797627,7.276795407,0.614255056
1,30,1.9,1.6,1,2.4,28,32,30,40,1.9,13.716,-27.25903711,7.672323033,0.544329054
1,30,1.9,1.6,1,2.2,28,32,30,40,1.9,13.722,-23.51220126,7.97707662,0.482904425
1,30,1.9,1.6,1,2,28,32,30,40,1.9,13.734,-21.66427871,8.229271617,0.430717236
1,30,1.9,1.6,1,1.8,28,32,30,40,1.9,13.74,-20.36955388,8.385357967,0.382047619
1,30,1.9,1.6,1,1.6,28,32,30,40,1.9,13.764,-21.59734478,8.444179943,0.352662643
1,30,1.9,1.6,1,1.4,28,32,30,40,1.9,13.794,-23.3160367,8.309157828,0.322768776
1,30,1.9,1.6,1,1.2,28,32,30,40,1.9,13.812,-28.5292169,8.205980483,0.298634866
1,30,1.9,1.6,1,1,28,32,30,40,1.9,12.402,-45.31933707,9.309884612,0.24048014
1,30,1.9,1.6,1,3.2,28,32,30,40,1.7,13.776,-35.85403083,7.264274775,0.773774394
1,30,1.9,1.6,1,3,28,32,30,40,1.7,13.74,-43.93024495,7.253330694,0.701623199
1,30,1.9,1.6,1,2.8,28,32,30,40,1.7,13.716,-38.26553732,7.283824801,0.634427614
1,30,1.9,1.6,1,2.6,28,32,30,40,1.7,13.71,-27.32892338,7.592381781,0.565369738
1,30,1.9,1.6,1,2.4,28,32,30,40,1.7,13.722,-24.33186308,7.901327851,0.508561524
1,30,1.9,1.6,1,2.2,28,32,30,40,1.7,13.734,-22.12101774,8.285541003,0.449664236
1,30,1.9,1.6,1,2,28,32,30,40,1.7,13.746,-20.88394797,8.391842862,0.403962454
1,30,1.9,1.6,1,1.8,28,32,30,40,1.7,13.758,-20.74851784,8.522435585,0.368163541
1,30,1.9,1.6,1,1.6,28,32,30,40,1.7,13.782,-21.59631327,8.45441287,0.336689764
1,30,1.9,1.6,1,1.4,28,32,30,40,1.7,13.812,-24.71302819,8.315508525,0.313904546
1,30,1.9,1.6,1,1.2,28,32,30,40,1.7,13.794,-28.30504426,8.278530493,0.285636773
1,30,1.9,1.6,1,1,28,32,30,40,1.7,12.414,-33.60904373,9.216589106,0.235075174
1,30,1.9,1.6,1,3.2,28,32,30,40,1.5,13.746,-37.38987306,7.337459861,0.723804958
1,30,1.9,1.6,1,3,28,32,30,40,1.5,13.716,-48.91685536,7.332783587,0.652764906
1,30,1.9,1.6,1,2.8,28,32,30,40,1.5,13.704,-28.86486646,7.501124529,0.577121888
1,30,1.9,1.6,1,2.6,28,32,30,40,1.5,13.716,-25.38915746,7.897629537,0.522844918
1,30,1.9,1.6,1,2.4,28,32,30,40,1.5,13.728,-22.98337124,8.295731065,0.466277328
1,30,1.9,1.6,1,2.2,28,32,30,40,1.5,13.746,-21.47047307,8.490729813,0.420818943
1,30,1.9,1.6,1,2,28,32,30,40,1.5,13.752,-20.45035674,8.499791306,0.39065718
1,30,1.9,1.6,1,1.8,28,32,30,40,1.5,13.776,-21.08435727,8.553582714,0.343979119
1,30,1.9,1.6,1,1.6,28,32,30,40,1.5,13.794,-24.01874943,8.447846716,0.329182893
1,30,1.9,1.6,1,1.4,28,32,30,40,1.5,13.806,-27.04809653,8.39747224,0.300893705
1,30,1.9,1.6,1,1.2,28,32,30,40,1.5,13.848,-40.42991884,8.018967002,0.286637141
1,30,1.9,1.6,1,1,28,32,30,40,1.5,13.884,-25.17449764,8.177152668,0.25146298
1,30,1.9,1.6,1,3.2,28,32,30,40,1.3,13.668,-36.06648062,7.354416755,0.621485788
1,30,1.9,1.6,1,3,28,32,30,40,1.3,13.704,-36.15165779,7.456651658,0.600311318
1,30,1.9,1.6,1,2.8,28,32,30,40,1.3,13.71,-26.74723452,7.866099349,0.53062709
1,30,1.9,1.6,1,2.6,28,32,30,40,1.3,13.722,-23.81560028,8.22548483,0.476252477
1,30,1.9,1.6,1,2.4,28,32,30,40,1.3,13.74,-21.70060573,8.497418977,0.428616114
1,30,1.9,1.6,1,2.2,28,32,30,40,1.3,13.746,-21.63316679,8.618288737,0.395562936
1,30,1.9,1.6,1,2,28,32,30,40,1.3,13.776,-22.28431284,8.612794677,0.361582096
1,30,1.9,1.6,1,1.8,28,32,30,40,1.3,13.788,-23.90046485,8.622807139,0.337476627
1,30,1.9,1.6,1,1.6,28,32,30,40,1.3,13.812,-27.54665411,8.489349976,0.317129666
1,30,1.9,1.6,1,1.4,28,32,30,40,1.3,13.83,-35.00675293,8.314585211,0.294259606
1,30,1.9,1.6,1,1.2,28,32,30,40,1.3,13.842,-35.88191732,8.167987054,0.27385431
1,30,1.9,1.6,1,1,28,32,30,40,1.3,12.444,-27.75743082,9.309888447,0.226318848
1,30,1.9,1.6,1,3.2,28,32,30,40,1.1,13.698,-51.22183232,7.435910371,0.615277206
1,30,1.9,1.6,1,3,28,32,30,40,1.1,13.704,-30.49209067,7.869164279,0.54520033
1,30,1.9,1.6,1,2.8,28,32,30,40,1.1,13.716,-25.75748594,8.300879644,0.491442252
1,30,1.9,1.6,1,2.6,28,32,30,40,1.1,13.728,-23.30299228,8.505450004,0.440081914
1,30,1.9,1.6,1,2.4,28,32,30,40,1.1,13.746,-22.96380638,8.661653739,0.404015248
1,30,1.9,1.6,1,2.2,28,32,30,40,1.1,13.764,-23.42761797,8.735657837,0.391293461
1,30,1.9,1.6,1,2,28,32,30,40,1.1,13.776,-22.37393331,8.684149973,0.338924532
1,30,1.9,1.6,1,1.8,28,32,30,40,1.1,13.8,-26.02745372,8.611806421,0.325046597
1,30,1.9,1.6,1,1.6,28,32,30,40,1.1,13.812,-33.06821689,8.519385637,0.306520494
1,30,1.9,1.6,1,1.4,28,32,30,40,1.1,13.842,-33.48247452,8.2206243,0.280022052
1,30,1.9,1.6,1,1.2,28,32,30,40,1.1,13.854,-26.27292152,8.259661626,0.260447064
1,30,1.9,1.6,1,1,28,32,30,40,1.1,12.504,-27.30528525,9.066518721,0.222686505
1,30,1.9,1.6,1,3.2,28,32,30,40,0.9,13.686,-38.54735757,7.779465552,0.552928442
1,30,1.9,1.6,1,3,28,32,30,40,0.9,13.698,-28.7095226,8.258064738,0.498611076
1,30,1.9,1.6,1,2.8,28,32,30,40,0.9,13.722,-24.9839317,8.535495712,0.450398923
1,30,1.9,1.6,1,2.6,28,32,30,40,0.9,13.74,-24.63073218,8.670446255,0.415951269
1,30,1.9,1.6,1,2.4,28,32,30,40,0.9,13.758,-25.15109165,8.7431673,0.385818762
1,30,1.9,1.6,1,2.2,28,32,30,40,0.9,13.776,-27.05534099,8.742529814,0.369240408
1,30,1.9,1.6,1,2,28,32,30,40,0.9,13.788,-31.6774567,8.715175002,0.338220352
1,30,1.9,1.6,1,1.8,28,32,30,40,0.9,13.812,-39.84620693,8.602059942,0.310401046
1,30,1.9,1.6,1,1.6,28,32,30,40,0.9,13.824,-33.9172199,8.425022064,0.292229851
1,30,1.9,1.6,1,1.4,28,32,30,40,0.9,13.854,-23.29877217,8.158174169,0.268964437
1,30,1.9,1.6,1,1.2,28,32,30,40,0.9,12.414,-23.75700398,9.322715212,0.219108004
1,30,1.9,1.6,1,1,28,32,30,40,0.9,12.48,-26.16650073,9.212181022,0.213922038
1,30,1.9,1.6,1,3.2,28,32,30,40,0.7,13.674,-42.95365377,8.239333794,0.503004687
1,30,1.9,1.6,1,3,28,32,30,40,0.7,13.698,-31.79437862,8.570115761,0.451843287
1,30,1.9,1.6,1,2.8,28,32,30,40,0.7,13.722,-30.54058348,8.777085539,0.418014361
1,30,1.9,1.6,1,2.6,28,32,30,40,0.7,13.74,-31.37168673,8.845699994,0.387857065
1,30,1.9,1.6,1,2.4,28,32,30,40,0.7,13.764,-32.40228622,8.793835074,0.369888588
1,30,1.9,1.6,1,2.2,28,32,30,40,0.7,13.77,-39.25238547,8.803960162,0.34607364
1,30,1.9,1.6,1,2,28,32,30,40,0.7,13.794,-35.0896622,8.751978672,0.322892905
1,30,1.9,1.6,1,1.8,28,32,30,40,0.7,13.818,-26.10043879,8.570826335,0.296455614
1,30,1.9,1.6,1,1.6,28,32,30,40,0.7,13.836,-21.99661462,8.388741969,0.270729182
1,30,1.9,1.6,1,1.4,28,32,30,40,0.7,13.842,-19.85988424,8.371272706,0.247022272
1,30,1.9,1.6,1,1.2,28,32,30,40,0.7,12.408,-25.08100488,9.364669108,0.208788701
1,30,1.9,1.6,1,1,28,32,30,40,0.7,12.552,-27.01349128,9.071658682,0.215646882
1,30,1.9,1.6,1,3.2,28,32,30,40,0.5,13.68,-58.2859924,8.559947653,0.477262951
1,30,1.9,1.6,1,3,28,32,30,40,0.5,13.704,-41.55856854,8.778455738,0.429504798
1,30,1.9,1.6,1,2.8,28,32,30,40,0.5,13.728,-43.66285958,8.764128265,0.401801322
1,30,1.9,1.6,1,2.6,28,32,30,40,0.5,13.752,-43.44756489,8.86932685,0.372349314
1,30,1.9,1.6,1,2.4,28,32,30,40,0.5,13.77,-35.19857326,8.813887793,0.35387071
1,30,1.9,1.6,1,2.2,28,32,30,40,0.5,13.794,-25.84466072,8.812427592,0.32868984
1,30,1.9,1.6,1,2,28,32,30,40,0.5,13.806,-22.14153096,8.671675321,0.303017035
1,30,1.9,1.6,1,1.8,28,32,30,40,0.5,13.812,-20.14356007,8.546290755,0.271167795
1,30,1.9,1.6,1,1.6,28,32,30,40,0.5,13.824,-17.80985682,8.527333223,0.242921385
1,30,1.9,1.6,1,1.4,28,32,30,40,0.5,12.36,-14.98550093,9.593196056,0.170282787
1,30,1.9,1.6,1,1.2,28,32,30,40,0.5,12.474,-22.22566826,9.2932935,0.206684395
1,30,1.9,1.6,1,1,28,32,30,40,0.5,12.576,-29.22958674,9.064498083,0.210868949
1,30,1.9,1.6,1,3.2,28,32,30,40,0.3,13.662,-22.18298094,8.696408203,0.429281629
1,30,1.9,1.6,1,3,28,32,30,40,0.3,13.698,-24.69785263,8.817460413,0.413172687
1,30,1.9,1.6,1,2.8,28,32,30,40,0.3,13.728,-23.55503208,8.923897868,0.377160509
1,30,1.9,1.6,1,2.6,28,32,30,40,0.3,13.752,-21.92374902,8.862684542,0.350008811
1,30,1.9,1.6,1,2.4,28,32,30,40,0.3,13.758,-17.49114211,8.931415391,0.314316016
1,30,1.9,1.6,1,2.2,28,32,30,40,0.3,13.782,-17.10875341,8.715207749,0.292996719
1,30,1.9,1.6,1,2,28,32,30,40,0.3,13.776,-15.50200171,8.659633358,0.2447357
1,30,1.9,1.6,1,1.8,28,32,30,40,0.3,13.818,-14.29794508,8.499785714,0.223351505
1,30,1.9,1.6,1,1.6,28,32,30,40,0.3,13.818,-13.09645541,8.429397346,0.185022994
1,30,1.9,1.6,1,1.4,28,32,30,40,0.3,12.408,-14.37389387,9.431559386,0.153710642
1,30,1.9,1.6,1,1.2,28,32,30,40,0.3,12.492,-20.93971434,9.243058999,0.199025502
1,30,1.9,1.6,1,1,28,32,30,40,0.3,12.594,-42.30158722,9.240549612,0.208473158
1,30,1.9,1.6,1,3.2,28,32,30,40,0.1,13.668,-14.43224434,8.329785627,0.413355437
1,30,1.9,1.6,1,3,28,32,30,40,0.1,13.71,-14.63100572,8.421806398,0.376563924
1,30,1.9,1.6,1,2.8,28,32,30,40,0.1,13.752,-13.70106286,8.396264993,0.349527531
1,30,1.9,1.6,1,2.6,28,32,30,40,0.1,13.758,-13.13667244,8.390439157,0.312024176
1,30,1.9,1.6,1,2.4,28,32,30,40,0.1,13.764,-12.53923548,8.314226724,0.23720942
1,30,1.9,1.6,1,2.2,28,32,30,40,0.1,13.758,-11.91107651,7.990207569,0.205023994
1,30,1.9,1.6,1,2,28,32,30,40,0.1,13.788,-11.08970559,7.876309252,0.151637446
1,30,1.9,1.6,1,1.8,28,32,30,40,0.1,13.842,-11.63272781,7.826685913,0.141630498
1,30,1.9,1.6,1,1.6,28,32,30,40,0.1,12.342,-10.30666269,9.546519309,0.054685428
1,30,1.9,1.6,1,1.4,28,32,30,40,0.1,12.432,-13.09756897,9.39945198,0.144507356
1,30,1.9,1.6,1,1.2,28,32,30,40,0.1,12.516,-18.20086051,9.324670221,0.179982904
1,30,1.9,1.6,1,1,28,32,30,40,0.1,12.618,-31.89300769,9.346100834,0.198486216
1,30,1.7,1.6,1,3.2,28,32,30,40,2.4,13.83,-55.31765031,7.053528265,0.84910178
1,30,1.7,1.6,1,3,28,32,30,40,2.4,13.806,-43.06808183,7.232300309,0.818357889
1,30,1.7,1.6,1,2.8,28,32,30,40,2.4,13.776,-46.85806902,7.338787334,0.761237041
1,30,1.7,1.6,1,2.6,28,32,30,40,2.4,13.752,-52.17933597,7.352225101,0.705188353
1,30,1.7,1.6,1,2.4,28,32,30,40,2.4,13.728,-37.90937869,7.270647604,0.635380752
1,30,1.7,1.6,1,2.2,28,32,30,40,2.4,13.716,-33.36598352,7.255619503,0.57749671
1,30,1.7,1.6,1,2,28,32,30,40,2.4,13.71,-27.94206731,7.643907343,0.513237262
1,30,1.7,1.6,1,1.8,28,32,30,40,2.4,13.716,-25.30556863,8.02329826,0.450102489
1,30,1.7,1.6,1,1.6,28,32,30,40,2.4,13.734,-24.12689437,8.142507086,0.397751834
1,30,1.7,1.6,1,1.4,28,32,30,40,2.4,13.752,-24.3031116,8.13594798,0.353723557
1,30,1.7,1.6,1,1.2,28,32,30,40,2.4,13.77,-26.59718948,8.120248593,0.321369533
1,30,1.7,1.6,1,1,28,32,30,40,2.4,13.788,-32.17358658,8.035961207,0.286252874
1,30,1.7,1.6,1,3.2,28,32,30,40,2.1,13.806,-44.59917695,7.305612137,0.845725389
1,30,1.7,1.6,1,3,28,32,30,40,2.1,13.782,-41.24918766,7.329424419,0.78454312
1,30,1.7,1.6,1,2.8,28,32,30,40,2.1,13.752,-48.55478608,7.374304743,0.715630888
1,30,1.7,1.6,1,2.6,28,32,30,40,2.1,13.722,-38.43143405,7.264141464,0.65037304
1,30,1.7,1.6,1,2.4,28,32,30,40,2.1,13.71,-31.64809836,7.338127472,0.584328481
1,30,1.7,1.6,1,2.2,28,32,30,40,2.1,13.71,-26.37650328,7.753226594,0.517977716
1,30,1.7,1.6,1,2,28,32,30,40,2.1,13.716,-22.93957735,8.004680452,0.455623017
1,30,1.7,1.6,1,1.8,28,32,30,40,2.1,13.734,-21.76999525,8.23115727,0.405156866
1,30,1.7,1.6,1,1.6,28,32,30,40,2.1,13.746,-21.20153684,8.310008149,0.360330983
1,30,1.7,1.6,1,1.4,28,32,30,40,2.1,13.776,-22.91790547,8.26055184,0.331633239
1,30,1.7,1.6,1,1.2,28,32,30,40,2.1,13.8,-25.99208295,8.207517242,0.301038268
1,30,1.7,1.6,1,1,28,32,30,40,2.1,13.818,-39.38933462,7.991232568,0.276168031
1,30,1.7,1.6,1,3.2,28,32,30,40,1.9,13.788,-39.1592342,7.398139186,0.812187977
1,30,1.7,1.6,1,3,28,32,30,40,1.9,13.758,-43.04558206,7.385951039,0.747473662
1,30,1.7,1.6,1,2.8,28,32,30,40,1.9,13.728,-46.35760126,7.391162981,0.676308681
1,30,1.7,1.6,1,2.6,28,32,30,40,1.9,13.716,-31.20876101,7.28336969,0.606162395
1,30,1.7,1.6,1,2.4,28,32,30,40,1.9,13.716,-26.71368153,7.620856915,0.544175576
1,30,1.7,1.6,1,2.2,28,32,30,40,1.9,13.716,-22.86641848,8.030692154,0.476623947
1,30,1.7,1.6,1,2,28,32,30,40,1.9,13.734,-21.13452148,8.217991252,0.422630672
1,30,1.7,1.6,1,1.8,28,32,30,40,1.9,13.74,-20.45555697,8.351598744,0.382405841
1,30,1.7,1.6,1,1.6,28,32,30,40,1.9,13.764,-20.71769225,8.312544723,0.345399747
1,30,1.7,1.6,1,1.4,28,32,30,40,1.9,13.794,-22.80311609,8.303176803,0.319553482
1,30,1.7,1.6,1,1.2,28,32,30,40,1.9,13.782,-23.63578811,8.354175795,0.285234985
1,30,1.7,1.6,1,1,28,32,30,40,1.9,12.396,-53.58060738,9.283562075,0.241160784
1,30,1.7,1.6,1,3.2,28,32,30,40,1.7,13.77,-37.876194,7.464167002,0.767822126
1,30,1.7,1.6,1,3,28,32,30,40,1.7,13.74,-47.81951444,7.436695938,0.69841194
1,30,1.7,1.6,1,2.8,28,32,30,40,1.7,13.716,-35.30141088,7.411804344,0.630767989
1,30,1.7,1.6,1,2.6,28,32,30,40,1.7,13.716,-26.72384456,7.589082984,0.560667169
1,30,1.7,1.6,1,2.4,28,32,30,40,1.7,13.722,-23.79072994,7.985982789,0.501979949
1,30,1.7,1.6,1,2.2,28,32,30,40,1.7,13.728,-21.42634301,8.242078892,0.441485373
1,30,1.7,1.6,1,2,28,32,30,40,1.7,13.746,-20.30855691,8.386420921,0.394457735
1,30,1.7,1.6,1,1.8,28,32,30,40,1.7,13.758,-20.21632376,8.390256759,0.362428163
1,30,1.7,1.6,1,1.6,28,32,30,40,1.7,13.782,-20.86885322,8.3862993,0.329564925
1,30,1.7,1.6,1,1.4,28,32,30,40,1.7,13.788,-23.32624251,8.39664125,0.307413418
1,30,1.7,1.6,1,1.2,28,32,30,40,1.7,13.83,-32.33155535,8.166591099,0.285877565
1,30,1.7,1.6,1,1,28,32,30,40,1.7,12.396,-40.24404044,9.220419688,0.213152168
1,30,1.7,1.6,1,3.2,28,32,30,40,1.5,13.74,-39.50477549,7.461124623,0.718426517
1,30,1.7,1.6,1,3,28,32,30,40,1.5,13.716,-39.39689079,7.423172541,0.64172151
1,30,1.7,1.6,1,2.8,28,32,30,40,1.5,13.704,-27.55248105,7.507817064,0.564965864
1,30,1.7,1.6,1,2.6,28,32,30,40,1.5,13.716,-24.1399916,7.890244249,0.511360366
1,30,1.7,1.6,1,2.4,28,32,30,40,1.5,13.728,-22.32419371,8.266378751,0.460432269
1,30,1.7,1.6,1,2.2,28,32,30,40,1.5,13.746,-20.64743059,8.429591885,0.409603019
1,30,1.7,1.6,1,2,28,32,30,40,1.5,13.758,-20.32190978,8.500742105,0.371878604
1,30,1.7,1.6,1,1.8,28,32,30,40,1.5,13.77,-20.89876152,8.552836687,0.34307936
1,30,1.7,1.6,1,1.6,28,32,30,40,1.5,13.794,-22.97569875,8.456606964,0.321850716
1,30,1.7,1.6,1,1.4,28,32,30,40,1.5,13.806,-25.54911408,8.414321291,0.298732325
1,30,1.7,1.6,1,1.2,28,32,30,40,1.5,13.848,-44.29050034,8.06728206,0.28483141
1,30,1.7,1.6,1,1,28,32,30,40,1.5,12.408,-35.11234371,9.2280173,0.185350364
1,30,1.7,1.6,1,3.2,28,32,30,40,1.3,13.668,-42.01479472,7.525155347,0.620688114
1,30,1.7,1.6,1,3,28,32,30,40,1.3,13.674,-30.93111577,7.461739167,0.537396197
1,30,1.7,1.6,1,2.8,28,32,30,40,1.3,13.71,-25.6732872,7.869885924,0.521834837
1,30,1.7,1.6,1,2.6,28,32,30,40,1.3,13.722,-23.12182972,8.17029124,0.466617423
1,30,1.7,1.6,1,2.4,28,32,30,40,1.3,13.74,-21.38962139,8.520204127,0.424030423
1,30,1.7,1.6,1,2.2,28,32,30,40,1.3,13.758,-20.97300145,8.598382848,0.384845919
1,30,1.7,1.6,1,2,28,32,30,40,1.3,13.764,-19.74023213,8.645405967,0.351571304
1,30,1.7,1.6,1,1.8,28,32,30,40,1.3,13.782,-22.82895165,8.576348794,0.334543453
1,30,1.7,1.6,1,1.6,28,32,30,40,1.3,13.812,-26.80923816,8.475609171,0.31300304
1,30,1.7,1.6,1,1.4,28,32,30,40,1.3,13.824,-34.8977899,8.317894294,0.291935004
1,30,1.7,1.6,1,1.2,28,32,30,40,1.3,13.836,-39.03477633,8.168410448,0.268529645
1,30,1.7,1.6,1,1,28,32,30,40,1.3,12.48,-25.99458612,9.060007892,0.207738521
1,30,1.7,1.6,1,3.2,28,32,30,40,1.1,13.692,-42.90287052,7.493662807,0.610456038
1,30,1.7,1.6,1,3,28,32,30,40,1.1,13.698,-28.86727681,7.848316699,0.536445893
1,30,1.7,1.6,1,2.8,28,32,30,40,1.1,13.71,-24.24713169,8.240140575,0.473198404
1,30,1.7,1.6,1,2.6,28,32,30,40,1.1,13.728,-22.4169716,8.430109819,0.428955501
1,30,1.7,1.6,1,2.4,28,32,30,40,1.1,13.746,-21.80987122,8.583904262,0.393141324
1,30,1.7,1.6,1,2.2,28,32,30,40,1.1,13.752,-22.29110448,8.680670731,0.379671265
1,30,1.7,1.6,1,2,28,32,30,40,1.1,13.776,-22.17086838,8.643020305,0.338256621
1,30,1.7,1.6,1,1.8,28,32,30,40,1.1,13.8,-26.56518709,8.602148855,0.325783839
1,30,1.7,1.6,1,1.6,28,32,30,40,1.1,13.824,-35.41615106,8.449768828,0.30449015
1,30,1.7,1.6,1,1.4,28,32,30,40,1.1,13.842,-32.35098716,8.242215325,0.281637127
1,30,1.7,1.6,1,1.2,28,32,30,40,1.1,13.854,-27.6080092,8.308375752,0.261421794
1,30,1.7,1.6,1,1,28,32,30,40,1.1,12.504,-25.55911801,9.149233854,0.204618123
1,30,1.7,1.6,1,3.2,28,32,30,40,0.9,13.68,-36.20266943,7.882604148,0.549188559
1,30,1.7,1.6,1,3,28,32,30,40,0.9,13.698,-26.83954008,8.179885243,0.486981209
1,30,1.7,1.6,1,2.8,28,32,30,40,0.9,13.722,-24.28931644,8.502467631,0.446521306
1,30,1.7,1.6,1,2.6,28,32,30,40,0.9,13.74,-23.21941522,8.644101915,0.404120346
1,30,1.7,1.6,1,2.4,28,32,30,40,0.9,13.758,-23.97487842,8.721067594,0.378156625
1,30,1.7,1.6,1,2.2,28,32,30,40,0.9,13.764,-24.61399396,8.758256137,0.359987749
1,30,1.7,1.6,1,2,28,32,30,40,0.9,13.788,-29.14529497,8.682058412,0.329455525
1,30,1.7,1.6,1,1.8,28,32,30,40,0.9,13.812,-37.82395295,8.579914787,0.307964797
1,30,1.7,1.6,1,1.6,28,32,30,40,0.9,13.818,-38.44992093,8.485537021,0.286239713
1,30,1.7,1.6,1,1.4,28,32,30,40,0.9,13.854,-24.47325486,8.286491098,0.265053529
