fw,gl,gh,il,iw,sh,pl,pw,sl,sw,ph,freq,s11,gain,bandwidth
1,30,1.7,1.6,1,1.2,28,32,30,40,0.9,12.384,-23.24037959,9.366394993,0.221352965
1,30,1.7,1.6,1,1,28,32,30,40,0.9,12.522,-26.73697684,9.079126522,0.218307575
1,30,1.7,1.6,1,3.2,28,32,30,40,0.7,13.674,-36.03096446,8.221981848,0.493463724
1,30,1.7,1.6,1,3,28,32,30,40,0.7,13.698,-29.77630193,8.525884095,0.446100375
1,30,1.7,1.6,1,2.8,28,32,30,40,0.7,13.716,-28.27384224,8.752269941,0.40845388
1,30,1.7,1.6,1,2.6,28,32,30,40,0.7,13.74,-28.86375373,8.747119942,0.38100796
1,30,1.7,1.6,1,2.4,28,32,30,40,0.7,13.764,-29.69342687,8.740543473,0.358888979
1,30,1.7,1.6,1,2.2,28,32,30,40,0.7,13.776,-33.8358636,8.810615713,0.338787712
1,30,1.7,1.6,1,2,28,32,30,40,0.7,13.8,-34.71571399,8.660884132,0.321491369
1,30,1.7,1.6,1,1.8,28,32,30,40,0.7,13.818,-27.01115099,8.551675434,0.2971017
1,30,1.7,1.6,1,1.6,28,32,30,40,0.7,13.83,-23.19079739,8.412557371,0.267520146
1,30,1.7,1.6,1,1.4,28,32,30,40,0.7,13.86,-18.58119169,8.189861104,0.240712706
1,30,1.7,1.6,1,1.2,28,32,30,40,0.7,12.414,-23.62230486,9.288501561,0.210216431
1,30,1.7,1.6,1,1,28,32,30,40,0.7,12.54,-26.65325716,9.099935134,0.213341783
1,30,1.7,1.6,1,3.2,28,32,30,40,0.5,13.68,-46.38023395,8.517028125,0.473260496
1,30,1.7,1.6,1,3,28,32,30,40,0.5,13.704,-38.91139566,8.75131008,0.430431958
1,30,1.7,1.6,1,2.8,28,32,30,40,0.5,13.728,-37.27368827,8.765225442,0.39381577
1,30,1.7,1.6,1,2.6,28,32,30,40,0.5,13.746,-46.1924128,8.823244943,0.367560985
1,30,1.7,1.6,1,2.4,28,32,30,40,0.5,13.764,-35.65091539,8.833311423,0.354481381
1,30,1.7,1.6,1,2.2,28,32,30,40,0.5,13.782,-26.6066978,8.824708965,0.32433931
1,30,1.7,1.6,1,2,28,32,30,40,0.5,13.806,-22.55363293,8.694789408,0.300670965
1,30,1.7,1.6,1,1.8,28,32,30,40,0.5,13.83,-19.76703315,8.479266669,0.271127056
1,30,1.7,1.6,1,1.6,28,32,30,40,0.5,13.836,-17.05610752,8.391261984,0.236561959
1,30,1.7,1.6,1,1.4,28,32,30,40,0.5,12.36,-14.90585583,9.476969006,0.164857058
1,30,1.7,1.6,1,1.2,28,32,30,40,0.5,12.474,-22.28627529,9.24077148,0.208027913
1,30,1.7,1.6,1,1,28,32,30,40,0.5,12.576,-29.2237654,9.109283732,0.210184259
1,30,1.7,1.6,1,3.2,28,32,30,40,0.3,13.662,-23.28741406,8.645823852,0.419256508
1,30,1.7,1.6,1,3,28,32,30,40,0.3,13.692,-23.89543203,8.744924531,0.385843436
1,30,1.7,1.6,1,2.8,28,32,30,40,0.3,13.728,-25.02884892,8.77556896,0.372176112
1,30,1.7,1.6,1,2.6,28,32,30,40,0.3,13.752,-22.52134718,8.85699468,0.348422787
1,30,1.7,1.6,1,2.4,28,32,30,40,0.3,13.758,-17.59418827,8.854445994,0.317385817
1,30,1.7,1.6,1,2.2,28,32,30,40,0.3,13.764,-17.07038821,8.661315441,0.308321007
1,30,1.7,1.6,1,2,28,32,30,40,0.3,13.776,-15.4853507,8.530489996,0.246379485
1,30,1.7,1.6,1,1.8,28,32,30,40,0.3,13.806,-14.38990251,8.332607963,0.220677124
1,30,1.7,1.6,1,1.6,28,32,30,40,0.3,13.83,-13.3293963,8.426727546,0.188380256
1,30,1.7,1.6,1,1.4,28,32,30,40,0.3,12.408,-14.26769735,9.422545668,0.168549813
1,30,1.7,1.6,1,1.2,28,32,30,40,0.3,12.492,-20.66726721,9.196099552,0.198691314
1,30,1.7,1.6,1,1,28,32,30,40,0.3,12.594,-37.56832106,9.261546809,0.209244582
1,30,1.7,1.6,1,3.2,28,32,30,40,0.1,13.674,-14.40432218,8.363316362,0.394178244
1,30,1.7,1.6,1,3,28,32,30,40,0.1,13.704,-14.76529454,8.467424565,0.373575287
1,30,1.7,1.6,1,2.8,28,32,30,40,0.1,13.728,-14.23024522,8.454626734,0.343527436
1,30,1.7,1.6,1,2.6,28,32,30,40,0.1,13.758,-13.19367759,8.366296215,0.297979544
1,30,1.7,1.6,1,2.4,28,32,30,40,0.1,13.776,-12.5675296,8.196568106,0.238393817
1,30,1.7,1.6,1,2.2,28,32,30,40,0.1,13.764,-12.19333016,8.061624269,0.208989079
1,30,1.7,1.6,1,2,28,32,30,40,0.1,13.782,-11.1212139,7.870048761,0.141404404
1,30,1.7,1.6,1,1.8,28,32,30,40,0.1,13.854,-11.23245244,7.723830994,0.146187695
1,30,1.7,1.6,1,1.6,28,32,30,40,0.1,12.336,-10.56070723,9.548061609,0.072222169
1,30,1.7,1.6,1,1.4,28,32,30,40,0.1,12.414,-13.24289519,9.503570124,0.146256755
1,30,1.7,1.6,1,1.2,28,32,30,40,0.1,12.516,-18.72192709,9.297821647,0.17799803
1,30,1.7,1.6,1,1,28,32,30,40,0.1,12.618,-30.68887276,9.136038218,0.197910924
1,30,1.5,1.6,1,3.2,28,32,30,40,2.4,13.824,-57.84358056,7.27016073,0.853572158
1,30,1.5,1.6,1,3,28,32,30,40,2.4,13.8,-45.59597519,7.411871818,0.817926542
1,30,1.5,1.6,1,2.8,28,32,30,40,2.4,13.77,-47.60468483,7.417158129,0.764771809
1,30,1.5,1.6,1,2.6,28,32,30,40,2.4,13.746,-46.29059494,7.394169141,0.698396973
1,30,1.5,1.6,1,2.4,28,32,30,40,2.4,13.728,-38.75015114,7.276799195,0.638736097
1,30,1.5,1.6,1,2.2,28,32,30,40,2.4,13.71,-31.11975837,7.190620456,0.569598244
1,30,1.5,1.6,1,2,28,32,30,40,2.4,13.704,-26.81611747,7.653568955,0.50603655
1,30,1.5,1.6,1,1.8,28,32,30,40,2.4,13.716,-23.78361122,7.942001934,0.438796131
1,30,1.5,1.6,1,1.6,28,32,30,40,2.4,13.722,-22.9076776,8.120034629,0.392348913
1,30,1.5,1.6,1,1.4,28,32,30,40,2.4,13.752,-23.13166284,8.170555127,0.345678191
1,30,1.5,1.6,1,1.2,28,32,30,40,2.4,13.764,-26.62131272,8.10193244,0.319429681
1,30,1.5,1.6,1,1,28,32,30,40,2.4,13.782,-28.29188365,8.091845365,0.278660643
1,30,1.5,1.6,1,3.2,28,32,30,40,2.1,13.806,-44.02764662,7.478498216,0.84564667
1,30,1.5,1.6,1,3,28,32,30,40,2.1,13.776,-47.99399216,7.523073097,0.77688266
1,30,1.5,1.6,1,2.8,28,32,30,40,2.1,13.74,-52.01376881,7.511852256,0.711892523
1,30,1.5,1.6,1,2.6,28,32,30,40,2.1,13.722,-37.14684748,7.359625248,0.648238508
1,30,1.5,1.6,1,2.4,28,32,30,40,2.1,13.71,-29.56387042,7.293440085,0.571392323
1,30,1.5,1.6,1,2.2,28,32,30,40,2.1,13.71,-24.71057247,7.65882876,0.506776484
1,30,1.5,1.6,1,2,28,32,30,40,2.1,13.716,-22.00982171,8.044686707,0.44594326
1,30,1.5,1.6,1,1.8,28,32,30,40,2.1,13.734,-20.85652765,8.174093803,0.396979827
1,30,1.5,1.6,1,1.6,28,32,30,40,2.1,13.746,-20.80986161,8.230042417,0.357664518
1,30,1.5,1.6,1,1.4,28,32,30,40,2.1,13.776,-22.54601196,8.235101362,0.323708587
1,30,1.5,1.6,1,1.2,28,32,30,40,2.1,13.794,-24.70925411,8.236219098,0.297822551
1,30,1.5,1.6,1,1,28,32,30,40,2.1,13.92,-17.82547488,7.856077218,0.169607058
1,30,1.5,1.6,1,3.2,28,32,30,40,1.9,13.782,-40.78865453,7.55231189,0.807402577
1,30,1.5,1.6,1,3,28,32,30,40,1.9,13.752,-60.31093607,7.546700195,0.738565379
1,30,1.5,1.6,1,2.8,28,32,30,40,1.9,13.722,-39.5188169,7.604427361,0.667867968
1,30,1.5,1.6,1,2.6,28,32,30,40,1.9,13.71,-27.21291235,7.430566987,0.598032117
1,30,1.5,1.6,1,2.4,28,32,30,40,1.9,13.71,-25.04491386,7.605077773,0.527534159
1,30,1.5,1.6,1,2.2,28,32,30,40,1.9,13.716,-21.93897515,7.971388973,0.4673987
1,30,1.5,1.6,1,2,28,32,30,40,1.9,13.728,-20.33662659,8.255380228,0.41275848
1,30,1.5,1.6,1,1.8,28,32,30,40,1.9,13.734,-19.35388359,8.339860263,0.367238522
1,30,1.5,1.6,1,1.6,28,32,30,40,1.9,13.764,-19.76910195,8.305243263,0.333533273
1,30,1.5,1.6,1,1.4,28,32,30,40,1.9,13.794,-22.18299454,8.310188658,0.314445683
1,30,1.5,1.6,1,1.2,28,32,30,40,1.9,13.812,-26.91274169,8.262322371,0.297017959
1,30,1.5,1.6,1,1,28,32,30,40,1.9,13.842,-46.25105888,7.920755268,0.268403196
1,30,1.5,1.6,1,3.2,28,32,30,40,1.7,13.764,-38.03182081,7.61916706,0.767662046
1,30,1.5,1.6,1,3,28,32,30,40,1.7,13.728,-54.68624825,7.618985719,0.690372336
1,30,1.5,1.6,1,2.8,28,32,30,40,1.7,13.71,-32.07275397,7.556487146,0.615764797
1,30,1.5,1.6,1,2.6,28,32,30,40,1.7,13.71,-25.30810013,7.559351218,0.550111674
1,30,1.5,1.6,1,2.4,28,32,30,40,1.7,13.716,-22.2293232,7.882560995,0.482499654
1,30,1.5,1.6,1,2.2,28,32,30,40,1.7,13.728,-20.43904568,8.293446715,0.429180618
1,30,1.5,1.6,1,2,28,32,30,40,1.7,13.746,-19.53367696,8.328610129,0.384950359
1,30,1.5,1.6,1,1.8,28,32,30,40,1.7,13.752,-18.91395454,8.418462701,0.343869593
1,30,1.5,1.6,1,1.6,28,32,30,40,1.7,13.782,-20.5951379,8.414967982,0.326928501
1,30,1.5,1.6,1,1.4,28,32,30,40,1.7,13.788,-21.57329428,8.420695984,0.299893046
1,30,1.5,1.6,1,1.2,28,32,30,40,1.7,13.836,-30.75753211,8.17660188,0.287561565
1,30,1.5,1.6,1,1,28,32,30,40,1.7,12.414,-33.91858491,9.23197338,0.233586593
1,30,1.5,1.6,1,3.2,28,32,30,40,1.5,13.722,-37.11559405,7.56860285,0.724273433
1,30,1.5,1.6,1,3,28,32,30,40,1.5,13.71,-35.75424237,7.632137578,0.631783821
1,30,1.5,1.6,1,2.8,28,32,30,40,1.5,13.704,-26.99101004,7.484963593,0.561614582
1,30,1.5,1.6,1,2.6,28,32,30,40,1.5,13.716,-22.97839415,7.879035553,0.497505801
1,30,1.5,1.6,1,2.4,28,32,30,40,1.5,13.722,-20.77426344,8.187628811,0.436777348
1,30,1.5,1.6,1,2.2,28,32,30,40,1.5,13.74,-19.8537607,8.418096905,0.397119061
1,30,1.5,1.6,1,2,28,32,30,40,1.5,13.758,-19.83207113,8.479449578,0.365806762
1,30,1.5,1.6,1,1.8,28,32,30,40,1.5,13.77,-20.04679617,8.476491933,0.333569
1,30,1.5,1.6,1,1.6,28,32,30,40,1.5,13.794,-22.1896524,8.477379465,0.316976185
1,30,1.5,1.6,1,1.4,28,32,30,40,1.5,13.806,-25.7185594,8.390856387,0.295429032
1,30,1.5,1.6,1,1.2,28,32,30,40,1.5,13.818,-32.00712885,8.256843997,0.272910121
1,30,1.5,1.6,1,1,28,32,30,40,1.5,12.432,-29.89985351,9.228487984,0.229855488
1,30,1.5,1.6,1,3.2,28,32,30,40,1.3,13.674,-54.95785829,7.684741665,0.6196242
1,30,1.5,1.6,1,3,28,32,30,40,1.3,13.674,-28.69618686,7.633143474,0.530583227
1,30,1.5,1.6,1,2.8,28,32,30,40,1.3,13.704,-24.54646502,7.81703359,0.510093502
1,30,1.5,1.6,1,2.6,28,32,30,40,1.3,13.716,-21.85452392,8.228251428,0.45383594
1,30,1.5,1.6,1,2.4,28,32,30,40,1.3,13.734,-20.24410674,8.384090962,0.409935387
1,30,1.5,1.6,1,2.2,28,32,30,40,1.3,13.758,-20.37156148,8.534006254,0.383825576
1,30,1.5,1.6,1,2,28,32,30,40,1.3,13.776,-20.94241285,8.557784347,0.351626503
1,30,1.5,1.6,1,1.8,28,32,30,40,1.3,13.782,-21.4359237,8.551543228,0.321646473
1,30,1.5,1.6,1,1.6,28,32,30,40,1.3,13.812,-25.32090414,8.47487279,0.308426728
1,30,1.5,1.6,1,1.4,28,32,30,40,1.3,13.824,-31.88176873,8.329055033,0.290863598
1,30,1.5,1.6,1,1.2,28,32,30,40,1.3,13.83,-39.76110359,8.220997268,0.260136928
1,30,1.5,1.6,1,1,28,32,30,40,1.3,12.444,-27.15693523,9.23993174,0.222993401
1,30,1.5,1.6,1,3.2,28,32,30,40,1.1,13.692,-35.13830426,7.712391633,0.593795619
1,30,1.5,1.6,1,3,28,32,30,40,1.1,13.698,-26.93566268,7.861742903,0.524193991
1,30,1.5,1.6,1,2.8,28,32,30,40,1.1,13.71,-23.15702148,8.294833347,0.46435794
1,30,1.5,1.6,1,2.6,28,32,30,40,1.1,13.728,-21.34546279,8.409448915,0.41690324
1,30,1.5,1.6,1,2.4,28,32,30,40,1.1,13.746,-21.26578427,8.595881427,0.387212325
1,30,1.5,1.6,1,2.2,28,32,30,40,1.1,13.752,-21.12683747,8.632736773,0.37102146
1,30,1.5,1.6,1,2,28,32,30,40,1.1,13.776,-22.40761414,8.666145062,0.346428602
1,30,1.5,1.6,1,1.8,28,32,30,40,1.1,13.8,-25.28482226,8.53124371,0.319423339
1,30,1.5,1.6,1,1.6,28,32,30,40,1.1,13.824,-31.98357834,8.442454663,0.300649312
1,30,1.5,1.6,1,1.4,28,32,30,40,1.1,13.836,-36.5335022,8.24431378,0.276392409
1,30,1.5,1.6,1,1.2,28,32,30,40,1.1,13.854,-26.38176395,8.245237515,0.260754024
1,30,1.5,1.6,1,1,28,32,30,40,1.1,12.51,-26.29850387,8.99537564,0.202337727
1,30,1.5,1.6,1,3.2,28,32,30,40,0.9,13.68,-31.83995465,7.775427265,0.534728444
1,30,1.5,1.6,1,3,28,32,30,40,0.9,13.698,-25.55259773,8.237158829,0.477704233
1,30,1.5,1.6,1,2.8,28,32,30,40,0.9,13.716,-23.06811302,8.493141307,0.436702676
1,30,1.5,1.6,1,2.6,28,32,30,40,0.9,13.74,-22.02610264,8.522342336,0.393456172
1,30,1.5,1.6,1,2.4,28,32,30,40,0.9,13.758,-22.80291767,8.699312338,0.368981792
1,30,1.5,1.6,1,2.2,28,32,30,40,0.9,13.776,-23.55744961,8.682120034,0.352453571
1,30,1.5,1.6,1,2,28,32,30,40,0.9,13.788,-27.86441368,8.705404696,0.326398444
1,30,1.5,1.6,1,1.8,28,32,30,40,0.9,13.812,-34.74932669,8.5526685,0.30391758
1,30,1.5,1.6,1,1.6,28,32,30,40,0.9,13.818,-40.33023028,8.447623445,0.285795276
1,30,1.5,1.6,1,1.4,28,32,30,40,0.9,13.854,-24.08832698,8.190681989,0.270729802
1,30,1.5,1.6,1,1.2,28,32,30,40,0.9,12.378,-22.76673899,9.337629527,0.204763301
1,30,1.5,1.6,1,1,28,32,30,40,0.9,12.522,-26.19272716,9.036727306,0.217676951
1,30,1.5,1.6,1,3.2,28,32,30,40,0.7,13.674,-34.97001004,8.224878086,0.490356365
1,30,1.5,1.6,1,3,28,32,30,40,0.7,13.698,-27.87813075,8.527482577,0.437760854
1,30,1.5,1.6,1,2.8,28,32,30,40,0.7,13.716,-26.72601676,8.660850763,0.40010995
1,30,1.5,1.6,1,2.6,28,32,30,40,0.7,13.74,-27.09765843,8.75758646,0.371382204
1,30,1.5,1.6,1,2.4,28,32,30,40,0.7,13.764,-28.77028961,8.744636722,0.355420088
1,30,1.5,1.6,1,2.2,28,32,30,40,0.7,13.77,-33.06693094,8.77758401,0.340499442
1,30,1.5,1.6,1,2,28,32,30,40,0.7,13.8,-38.99616191,8.683755596,0.318618256
1,30,1.5,1.6,1,1.8,28,32,30,40,0.7,13.818,-28.21507806,8.532067413,0.293185033
1,30,1.5,1.6,1,1.6,28,32,30,40,0.7,13.818,-24.38974622,8.464540618,0.265824039
1,30,1.5,1.6,1,1.4,28,32,30,40,0.7,13.854,-19.37792042,8.370618732,0.242999698
1,30,1.5,1.6,1,1.2,28,32,30,40,0.7,12.438,-24.10394487,9.30389408,0.21508861
1,30,1.5,1.6,1,1,28,32,30,40,0.7,12.546,-27.3495279,9.065181181,0.214423211
1,30,1.5,1.6,1,3.2,28,32,30,40,0.5,13.674,-36.68918593,8.494191188,0.456028807
1,30,1.5,1.6,1,3,28,32,30,40,0.5,13.704,-31.69871748,8.610348555,0.413606109
1,30,1.5,1.6,1,2.8,28,32,30,40,0.5,13.728,-32.85523367,8.784643874,0.385987382
1,30,1.5,1.6,1,2.6,28,32,30,40,0.5,13.746,-40.29999453,8.815028996,0.362026281
1,30,1.5,1.6,1,2.4,28,32,30,40,0.5,13.758,-35.85420659,8.85445191,0.35484544
1,30,1.5,1.6,1,2.2,28,32,30,40,0.5,13.782,-27.06073147,8.824245984,0.321560566
1,30,1.5,1.6,1,2,28,32,30,40,0.5,13.806,-23.15354576,8.633848827,0.299168118
1,30,1.5,1.6,1,1.8,28,32,30,40,0.5,13.812,-21.22864506,8.58825079,0.268557873
1,30,1.5,1.6,1,1.6,28,32,30,40,0.5,13.812,-19.22584167,8.483234455,0.243648983
1,30,1.5,1.6,1,1.4,28,32,30,40,0.5,12.366,-15.00188011,9.527806368,0.18017442
1,30,1.5,1.6,1,1.2,28,32,30,40,0.5,12.48,-21.09877771,9.226624169,0.208078077
1,30,1.5,1.6,1,1,28,32,30,40,0.5,12.576,-28.96103877,9.081552637,0.209886795
1,30,1.5,1.6,1,3.2,28,32,30,40,0.3,13.656,-23.99364898,8.579527888,0.405463744
1,30,1.5,1.6,1,3,28,32,30,40,0.3,13.692,-24.98330517,8.746998105,0.382506699
1,30,1.5,1.6,1,2.8,28,32,30,40,0.3,13.722,-25.77390507,8.81231542,0.368733907
1,30,1.5,1.6,1,2.6,28,32,30,40,0.3,13.74,-23.35630683,8.813020571,0.353566787
1,30,1.5,1.6,1,2.4,28,32,30,40,0.3,13.764,-19.09168306,8.792030087,0.305323102
1,30,1.5,1.6,1,2.2,28,32,30,40,0.3,13.776,-18.38415157,8.68303588,0.293561221
1,30,1.5,1.6,1,2,28,32,30,40,0.3,13.8,-15.37266848,8.574538142,0.241060835
1,30,1.5,1.6,1,1.8,28,32,30,40,0.3,13.806,-14.57717312,8.414436709,0.222273996
1,30,1.5,1.6,1,1.6,28,32,30,40,0.3,13.824,-13.63272625,8.461320427,0.18999809
1,30,1.5,1.6,1,1.4,28,32,30,40,0.3,12.408,-14.60248344,9.430779107,0.171655663
1,30,1.5,1.6,1,1.2,28,32,30,40,0.3,12.498,-20.64406476,9.216449346,0.197877669
1,30,1.5,1.6,1,1,28,32,30,40,0.3,12.594,-37.98936032,9.101218627,0.208107533
1,30,1.5,1.6,1,3.2,28,32,30,40,0.1,13.692,-14.42456424,8.183374826,0.398123025
1,30,1.5,1.6,1,3,28,32,30,40,0.1,13.704,-14.83894326,8.418224863,0.373849069
1,30,1.5,1.6,1,2.8,28,32,30,40,0.1,13.728,-14.52968331,8.423342223,0.33992563
1,30,1.5,1.6,1,2.6,28,32,30,40,0.1,13.746,-13.45261243,8.342645194,0.304614201
1,30,1.5,1.6,1,2.4,28,32,30,40,0.1,13.74,-13.02495248,8.195072369,0.283740351
1,30,1.5,1.6,1,2.2,28,32,30,40,0.1,13.752,-12.54625852,8.120622982,0.211543721
1,30,1.5,1.6,1,2,28,32,30,40,0.1,13.788,-11.49391532,7.921466246,0.161287655
1,30,1.5,1.6,1,1.8,28,32,30,40,0.1,13.854,-12.63801254,7.736850972,0.144907015
1,30,1.5,1.6,1,1.6,28,32,30,40,0.1,12.348,-10.35302227,9.603192024,0.056610678
1,30,1.5,1.6,1,1.4,28,32,30,40,0.1,12.438,-12.78314375,9.443649027,0.141077776
1,30,1.5,1.6,1,1.2,28,32,30,40,0.1,12.522,-17.42519151,9.153785995,0.179586857
1,30,1.5,1.6,1,1,28,32,30,40,0.1,12.552,-33.9240993,9.167577131,0.189777036
1,30,1.3,1.6,1,3.2,28,32,30,40,2.4,13.824,-47.40469014,7.467969414,0.789102192
1,30,1.3,1.6,1,3,28,32,30,40,2.4,15.738,-40.77383872,7.437991024,0.58009921
1,30,1.3,1.6,1,2.8,28,32,30,40,2.4,13.764,-59.19897396,7.615853204,0.755591732
1,30,1.3,1.6,1,2.6,28,32,30,40,2.4,13.74,-41.65961842,7.537090166,0.69283199
1,30,1.3,1.6,1,2.4,28,32,30,40,2.4,13.722,-34.79428023,7.466561564,0.628453063
1,30,1.3,1.6,1,2.2,28,32,30,40,2.4,13.704,-29.16139189,7.272358981,0.559974009
1,30,1.3,1.6,1,2,28,32,30,40,2.4,13.704,-24.83370648,7.605829083,0.488849777
1,30,1.3,1.6,1,1.8,28,32,30,40,2.4,13.71,-23.16420432,7.963525014,0.434254843
1,30,1.3,1.6,1,1.6,28,32,30,40,2.4,13.728,-21.64559772,8.129553191,0.379557934
1,30,1.3,1.6,1,1.4,28,32,30,40,2.4,13.752,-22.26595181,8.128874604,0.341973414
1,30,1.3,1.6,1,1.2,28,32,30,40,2.4,13.764,-24.61289805,8.10457129,0.309795971
1,30,1.3,1.6,1,1,28,32,30,40,2.4,13.788,-29.21342681,8.008055139,0.278173194
1,30,1.3,1.6,1,3.2,28,32,30,40,2.1,13.782,-29.27022441,7.510707012,0.810370842
1,30,1.3,1.6,1,3,28,32,30,40,2.1,13.77,-51.53816972,7.636286414,0.77515677
1,30,1.3,1.6,1,2.8,28,32,30,40,2.1,13.74,-49.39258586,7.624764146,0.710366173
1,30,1.3,1.6,1,2.6,28,32,30,40,2.1,13.716,-33.27509383,7.5457958,0.636881392
1,30,1.3,1.6,1,2.4,28,32,30,40,2.1,13.704,-27.95096077,7.375889238,0.561981838
1,30,1.3,1.6,1,2.2,28,32,30,40,2.1,13.704,-24.05018482,7.655307331,0.49861419
1,30,1.3,1.6,1,2,28,32,30,40,2.1,13.716,-21.42001865,7.954914549,0.440034904
1,30,1.3,1.6,1,1.8,28,32,30,40,2.1,13.722,-19.73635656,8.129573235,0.383772698
1,30,1.3,1.6,1,1.6,28,32,30,40,2.1,13.746,-19.78962602,8.227137034,0.344933194
1,30,1.3,1.6,1,1.4,28,32,30,40,2.1,13.776,-21.81249325,8.237905936,0.314399526
1,30,1.3,1.6,1,1.2,28,32,30,40,2.1,13.788,-23.76463146,8.272285723,0.292266822
1,30,1.3,1.6,1,1,28,32,30,40,2.1,12.384,-38.89043961,9.424073973,0.250205933
1,30,1.3,1.6,1,3.2,28,32,30,40,1.9,13.776,-42.01346929,7.649775122,0.802787939
1,30,1.3,1.6,1,3,28,32,30,40,1.9,13.746,-55.700267,7.713916604,0.732474061
1,30,1.3,1.6,1,2.8,28,32,30,40,1.9,13.722,-37.28419293,7.644048285,0.663234801
1,30,1.3,1.6,1,2.6,28,32,30,40,1.9,13.71,-27.51162353,7.517068811,0.58735332
1,30,1.3,1.6,1,2.4,28,32,30,40,1.9,13.71,-24.14958678,7.595816812,0.521193614
1,30,1.3,1.6,1,2.2,28,32,30,40,1.9,13.716,-20.82036982,7.920001837,0.455273929
1,30,1.3,1.6,1,2,28,32,30,40,1.9,13.728,-19.51550533,8.11442564,0.400709878
1,30,1.3,1.6,1,1.8,28,32,30,40,1.9,13.74,-18.5666756,8.258763678,0.355138242
1,30,1.3,1.6,1,1.6,28,32,30,40,1.9,13.764,-19.20820453,8.306857263,0.326083518
1,30,1.3,1.6,1,1.4,28,32,30,40,1.9,13.794,-21.12923291,8.341819137,0.307217639
1,30,1.3,1.6,1,1.2,28,32,30,40,1.9,13.776,-23.40028924,8.322446576,0.281805435
1,30,1.3,1.6,1,1,28,32,30,40,1.9,12.396,-49.28278761,9.283407509,0.23875316
1,30,1.3,1.6,1,3.2,28,32,30,40,1.7,13.758,-40.95174625,7.609308008,0.783738908
1,30,1.3,1.6,1,3,28,32,30,40,1.7,13.692,-38.72715302,7.724357402,0.66507023
1,30,1.3,1.6,1,2.8,28,32,30,40,1.7,13.704,-29.77716845,7.638530426,0.604269307
1,30,1.3,1.6,1,2.6,28,32,30,40,1.7,13.704,-24.39093908,7.589172682,0.541373525
1,30,1.3,1.6,1,2.4,28,32,30,40,1.7,13.716,-21.6515411,7.919986746,0.476535603
1,30,1.3,1.6,1,2.2,28,32,30,40,1.7,13.728,-19.83381451,8.157061658,0.421040557
1,30,1.3,1.6,1,2,28,32,30,40,1.7,13.746,-18.85863787,8.370487827,0.376869392
1,30,1.3,1.6,1,1.8,28,32,30,40,1.7,13.752,-18.50032982,8.360845769,0.338339799
1,30,1.3,1.6,1,1.6,28,32,30,40,1.7,13.776,-19.77901064,8.405365617,0.319487013
1,30,1.3,1.6,1,1.4,28,32,30,40,1.7,13.812,-22.46328474,8.403313081,0.30057739
1,30,1.3,1.6,1,1.2,28,32,30,40,1.7,13.83,-27.50180363,8.212278788,0.280279391
1,30,1.3,1.6,1,1,28,32,30,40,1.7,12.414,-34.81282174,9.224829095,0.236169536
1,30,1.3,1.6,1,3.2,28,32,30,40,1.5,13.722,-47.17854242,7.655870922,0.713482907
1,30,1.3,1.6,1,3,28,32,30,40,1.5,13.704,-33.5565595,7.718432702,0.625609255
1,30,1.3,1.6,1,2.8,28,32,30,40,1.5,13.704,-25.98671889,7.626878646,0.555163491
1,30,1.3,1.6,1,2.6,28,32,30,40,1.5,13.71,-22.3757842,7.882699963,0.489492713
1,30,1.3,1.6,1,2.4,28,32,30,40,1.5,13.722,-20.21524325,8.184583871,0.429485781
1,30,1.3,1.6,1,2.2,28,32,30,40,1.5,13.74,-19.19661434,8.392702765,0.390912623
1,30,1.3,1.6,1,2,28,32,30,40,1.5,13.758,-19.05610707,8.43634645,0.358138709
1,30,1.3,1.6,1,1.8,28,32,30,40,1.5,13.77,-19.34962382,8.485476598,0.326396233
1,30,1.3,1.6,1,1.6,28,32,30,40,1.5,13.794,-21.3024664,8.47173107,0.310737412
1,30,1.3,1.6,1,1.4,28,32,30,40,1.5,13.806,-24.42643896,8.335373245,0.293721114
1,30,1.3,1.6,1,1.2,28,32,30,40,1.5,13.818,-31.68197798,8.282093638,0.272030934
1,30,1.3,1.6,1,1,28,32,30,40,1.5,12.432,-29.67749042,9.186050064,0.229454601
1,30,1.3,1.6,1,3.2,28,32,30,40,1.3,13.668,-45.94565578,7.786031194,0.612713999
1,30,1.3,1.6,1,3,28,32,30,40,1.3,13.674,-27.33871646,7.759460758,0.523861644
1,30,1.3,1.6,1,2.8,28,32,30,40,1.3,13.704,-23.37681289,7.882548119,0.500691462
1,30,1.3,1.6,1,2.6,28,32,30,40,1.3,13.716,-20.99826491,8.175890108,0.443225853
1,30,1.3,1.6,1,2.4,28,32,30,40,1.3,13.74,-19.69925864,8.355356664,0.404632668
1,30,1.3,1.6,1,2.2,28,32,30,40,1.3,13.752,-19.431618,8.482705525,0.365865248
1,30,1.3,1.6,1,2,28,32,30,40,1.3,13.782,-18.5964418,8.570635209,0.325569155
1,30,1.3,1.6,1,1.8,28,32,30,40,1.3,13.782,-21.0914154,8.559690706,0.318631512
1,30,1.3,1.6,1,1.6,28,32,30,40,1.3,13.806,-24.04292627,8.520840747,0.302555873
1,30,1.3,1.6,1,1.4,28,32,30,40,1.3,13.818,-27.26451425,8.356252653,0.281540824
1,30,1.3,1.6,1,1.2,28,32,30,40,1.3,13.866,-32.7299518,8.109345564,0.269546316
